TYPE,PROJECT,QUAD_24K,SM_NAME,SM_TYPE,SMD_TYPE,MVMTDATE,COL_DATE,NC_CNTY,ROAD,RD_AZ,SA_ASPCT,DATA_SRC,EL_HEAD,EL_APEX,EL_TOE,SLP_CNFG,D_MASS_L,D_MASS_W,D_MASS_T,TRKLENG,DAMAGE,MVMT_HIS,REMARKS,SOURCE1,SOURCE2,NCGSINVS,LAT,LONG,COMBTYPE
Process,Landslide Hazard Mapping,FINES CREEK,I-40 MM 15.7,Weathered-rock slide,,May-80,Jun-80,Haywood,Interstate 40,170,95,NCDOT,2500,0,2380,Road Cut,140,250,40,0,Ditchline and shoulder affected; roadway threatened,Unknown,Horizontal drains and survey targets installed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.66162,-82.99144,Weathered-rock slide
Process,Landslide Hazard Mapping,CANTON,I-40 MM 36.4,Earth Slide,,Unknown,Mar-84,Haywood,Interstate 40,275,185,NCDOT,2410,0,0,Road Embankment,55,200,0,0,Traveled way affected,Unknown,Inclinometers installed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.5408,-82.7702,Earth Slide
Process,Landslide Hazard Mapping,COVE CREEK GAP,I-40 MM 11.2 WB,Rock Slide,,1966-1967,Unknown,Haywood,Interstate 40,298,203,NCDOT,2600,0,2420,Road Cut,200,200,0,0,Cut slope/ditchline affected,Unknown,Inclinometers installed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.6951,-83.0409,Rock Slide
Process,Landslide Hazard Mapping,CORBIN KNOB,Ellijay EF,Debris Flow,,09/16-17/2004,1/25/2006,Macon,Kelly Hi Road,0,200,Josh Ward - Macon County,2670,0,2520,Embankment - Not Road Related,0,55,10,200,Removed part of lot; sediment into Ellijay Creek,Failed during Hurricane Ivan; tension crack approximately 18 inches from headscarp,Trees stumps and other debris in fill material,,,"RW, RL",35.19372,-83.25966,Debris Flow
Process,Landslide Hazard Mapping,CORBIN KNOB,Ellijay RF,Rock Fall,,09/16-17/2004,1/25/2006,Macon,Kelly Hi Road,0,175,Josh Ward - Macon County,2700,0,0,Cut Slope - Not Road Related,6,6,0,0,Damaged wall of house,Failed during Hurricane Ivan,,,,"RW, RL",35.1938,-83.25944,Rock Fall
Process,Geohazards,SOUTHWEST DURHAM,I-40 Exit 276,Composite,,1992,1992,Durham,Interstate 40,270,180,NCGS,320,0,310,Road Cut,50,50,10,0,Minor cut slope damage,Repaired and stabilized 1993(?),"Dates of movement, data collection, and repair uncertain. Cut slope on 1-40 westbound on-ramp at exit 276, Fayetteville Road.  Displace mass dimensions are approximate.",,,,35.90926,-78.93717,Composite
Process,Geohazards,SOUTHEAST DURHAM,I-40 at I-540,Weathered-rock slide,,Unknown,6/27/2000,Durham,Interstate 540 on ramp near page road,142,45,NCGS,330,0,0,Road Cut,20,60,0,0,,,,,,"GA, RW",35.8763,-78.833,Weathered-rock slide
Process,Geohazards,SOUTHEAST DURHAM,I-540/US 70,Composite,,4/1/1996,"06/08,11,16/1999",Wake,Interstate 540,0,349,NCGS/NCDOT,450,0,0,Road Embankment,94,142,35,0,"Blocked drain ditch, damaged embankment, and progressed into private land.",,Soils lab test data and boring logs on file,,,"RW, CG",35.9102,-78.758,Composite
Process,Geohazards,HARRISVILLE,Harrisville,Debris Slide-Flow,,Unknown,3/1/2000,Montgomery,N.C. Highway 431,0,355,NCGS,500,0,0,Unmodified,150,75,0,0,Unknown,Hummocky/stair-stepped topography suggests larger past-active area,,,,RW,35.2323,-79.8058,Debris Slide-Flow
Process,Geohazards,HOT SPRINGS,Allen Stand,Debris Flow,,7/6/1999,6/7/2000,Madison,N.C. Highway 208,0,70,NCGS,2155,0,0,Unmodified,0,100,0,400,,Unknown,,,,RW,35.9865,-82.76114,Debris Flow
Process,Geohazards,GREYSTONE,Hickey Fork,Debris Flow,,7/6/1999,6/7/2000,Madison,USFS road at Hickey Fork,0,135,NCGS,2653,0,0,Unmodified,0,50,0,700,Blocked a stream,Unknown,,,,"RW, CM",36.00682,-82.69775,Debris Flow
Process,Geohazards,PRENTISS,Coweeta 1,Debris Flow,,11/19/2003,12/3/2003,Macon,,0,70,NCGS/USFS,2725,0,0,Road Embankment,50,40,6,600,Damaged road; stream sedimentation; mudline 2m high in trees,Only 11/19/2003 movement known.,Near cpc-tf (klippe) contact.  Soil contains ~5%+ mica. Track length probably exceeds 600ft.,,,"RW, BC",35.05861,-83.44599,Debris Flow
Deposit,Geohazards,ELK PARK,EP9,,debris fan,Unknown,,Avery,,0,138,Dr. Michalek,0,3840,3300,,3959,1558,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.1419,-81.9833,debris fan
Deposit,Geohazards,ELK PARK,EP10,,debris fan,Unknown,,Avery,,0,103,Dr. Michalek,0,3560,3360,,1230,1378,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.12521,-81.9801,debris fan
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM1,,block field,Unknown,,Caldwell,,0,82,Dr. Michalek,0,4400,3980,,2362,246,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.10629,-81.79049,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM2,,block field,Unknown,,Avery,,0,165,Dr. Michalek,0,3920,3800,,1115,787,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.09139,-81.7839,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM3,,block field,Unknown,,Avery,,0,211,Dr. Michalek,0,4400,4120,,1247,1788,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.0976,-81.78628,block field
Process,Geohazards,ENKA,Starnes Cove DF2,Debris Flow,,09/16-17/2004,9/23/2004,Buncombe,NA,0,120,Asheville Citizen Times,3550,0,2000,Road Cut,0,10,0,3700,Destroyed 1 home; damaged 1 home,Failed during Hurricane Ivan,"Coalesces with DF1, DF3, and DF4",,,"RW, RL",35.5899,-82.671,Debris Flow
Process,Geohazards,ENKA,Starnes Cove DF3,Debris Flow,,09/16-17/2004,9/23/2004,Buncombe,NA,0,115,Asheville Citizen Times,3520,0,2000,Road Embankment,0,0,0,3770,Destroyed 1 home; damaged 1 home,Failed during Hurricane Ivan,"Coalesces with DF1, DF2, and DF4",,,"RW, RL",35.5892,-82.6715,Debris Flow
Process,Geohazards,ENKA,Starnes Cove DF4,Debris Flow,,09/16-17/2004,9/23/2004,Buncombe,NA,0,130,Asheville Citizen Times,3280,0,2000,Road Embankment,0,0,0,3500,Destroyed 1 home; damaged 1 home,Failed during Hurricane Ivan,"Coalesces with DF1, DF2, and DF3",,,"RW, RL",35.5885,-82.6709,Debris Flow
Process,Geohazards,ENKA,Starnes Cove DF5,Debris Flow,,09/16-17/2004,9/23/2004,Buncombe,NA,0,50,Asheville Citizen Times,3440,0,3080,Road Cut,35,20,5,615,,Failed during Hurricane Ivan,Does not coalesce with other debris flow tracks,,,"RW, RL",35.58689,-82.67131,Debris Flow
Process,Landslide Hazard Mapping,GRANDFATHER MOUNTAIN,Hwy 105,Debris Slide,,Unknown,7/20/2005,Avery,NC Highway 105,225,150,NCGS,3970,0,3910,Road Cut,250,305,10,0,Blocked road???,Appears to have been moving for some time,,,,"RW, RL",36.1056,-81.85234,Debris Slide
Process,Landslide Hazard Mapping,BIG RIDGE,Bear Creek Preserve,Weathered-rock slide,,Unknown,7/12/2005,Jackson,NA,0,20,Bear Creek Preserve,2590,0,2560,Cut Slope - Not Road Related,45,60,10,0,Threatens building pad,Unknown,Two failure side by side in cut slope,,,"RW, RL",35.23265,-83.05468,Weathered-rock slide
Process,Landslide Hazard Mapping,BIG RIDGE,Kiesse Creek Debris Flow,Debris Flow,,Sep-04,,Jackson,NA,0,,Mike Owens,0,0,0,,0,0,0,0,,,GPS at toes; need to visit initiation zone for details,,,,35.2424,-83.093,Debris Flow
Process,Geohazards,SPRING CREEK,Little Pine Debris Flow,Debris Flow,,09/16-17/2004,11/10/2004,Madison,private road,19,109,Rick Allred-LQS,3210,0,2140,Road Embankment,160,50,0,2850,Blocked Little Pine Rd at base; destroyed barn; damaged house; threatens private road,Failed during Hurricane Ivan,,,,"RW, RL",35.75596,-82.79024,Debris Flow
Process,Geohazards,HIGHLANDS,Whiteside Mountain Overlook,Debris Flow,,09/16-17/2004,2/24/2005,Jackson,U.S. Highway 64,10,100,LQS,4240,0,4000,Unmodified,0,40,3,750,Blocked U.S. Highway 64,Failed during Hurricane Ivan,,,,"RW, RL",35.09831,-83.1515,Debris Flow
Process,Landslide Hazard Mapping,DUNSMORE MOUNTAIN,NC 151 EF,Debris Flow,,09/16-17/2004,10/25/2005,Buncombe,N.C. 151/Pisgah Highway,290,345,NCDOT TIMS,2900,0,2800,Road Embankment,0,85,0,200,Road closed in both directions,Failed during Hurricane Ivan,,,,"RW, RL",35.45184,-82.73423,Debris Flow
Process,Landslide Hazard Mapping,,Bear Rock 2,Debris Flow,,Mid 1990's,6/14/2005,Henderson,Upper Loop Road,242,343,Dale Nash - Resident,2600,0,2520,Road Embankment,0,40,8,550,Blocked road at toe and removed part of road at scarp,,,,,"RW, RL",35.23568,-82.52321,Debris Flow
Process,Geohazards,FRANKLIN,Wayah Debris Flow 1,Debris Flow,,9/16/2004,2/15/2005,Macon,Wayah Road (SR 1310),68,160 (100 at top),NCDOT TIMS/Barry -- Coweeta,0,0,2300,Unmodified,0,30,5,0,Closed road; destroyed barn,Failed during Hurricane Ivan at 9:30 p.m. according to nearby residents,Coordinates taken at midpoint in track; Two soil samples were taken from the headscarp and are being tested by NCDOT,,,"RW, RL",35.16547,-83.5195,Debris Flow
Deposit,Blue Ridge Parkway,MONTREAT,MRR-32,,block stream,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,9,286,NCGS,0,5120,5020,Unmodified,300,125,4,0,,,,,,"RW, RL",35.74013,-82.34068,block stream
Process,Blue Ridge Parkway,MONTREAT,MRR-1,Rock Slide/Fall,,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,224,131,NCGS,0,0,0,Road Cut,0,0,0,0,,,Milepost 361; Add RW's notes,,,"RW, RL",35.73727,-82.3426,Rock Slide/Fall
Deposit,Blue Ridge Parkway,MONTREAT,MRR-34,,block stream,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,83,356,NCGS,0,5440,5280,Unmodified,300,150,5,0,,,,,,"RW, RL",35.72963,-82.35133,block stream
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM4,,block field,Unknown,,Avery,,0,163,Dr. Michalek,0,4400,4080,,1345,115,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.10053,-81.79589,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM5,,block field,Unknown,,Avery,,0,155,Dr. Michalek,0,4440,3960,,1608,131,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.09989,-81.79896,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM6,,block field,Unknown,,Avery,,0,188,Dr. Michalek,0,4760,4120,,2379,262,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.10523,-81.80729,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM7,,block field,Unknown,,Avery,,0,131,Dr. Michalek,0,4400,4080,,1296,656,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.09977,-81.81138,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM8,,block field,Unknown,,Avery,,0,159,Dr. Michalek,0,4520,4200,,1460,1083,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.09234,-81.81668,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM9,,block field,Unknown,,Avery,,0,162,Dr. Michalek,0,4600,3920,,2346,262,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.09345,-81.82159,block field
Process,Geohazards,SHINING ROCK,276 PF 1,,,Unknown,3/15/2005,Transylvania,US Highway 276,357,270,NCGS,2760,0,2720,Road Embankment,0,0,0,0,,,,,,"RW, RL",35.31399,-82.78614,
Process,Geohazards,SHINING ROCK,276 PF2,Debris Slide,,,3/15/2005,Transylvania,US Highway 276,357,80,NCGS,2320,0,0,Road Cut,35,100,0,0,,,,,,"RW, RL",35.29765,-82.77155,Debris Slide
Process,Geohazards,PISGAH FOREST,Hwy 280 PF,Debris Flow,,09/16-17/2004,3/15/2005,Transylvania,NC Highway 280,35,310,NCGS,2250,0,2190,Road Cut,0,25,3,200,Blocked highway,Failed during Hurricane Ivan,Subdivision road just upslope of failure does not appear to have contributed to slope movement,,,"RW, RL",35.28867,-82.68747,Debris Flow
Process,Geohazards,GREYSTONE,White Rocks,,,09/06-17/2004,,Madison,,0,154,Tom Collins - USFS,3500,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,36.02166,-82.699,
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_159,Debris Flow,,08/10-17/1940,,Watauga,,0,132,NCGS,1820,0,1710,Unmodified,0,55,0,215,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19323,-81.53228,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_160,Debris Flow,,08/10-17/1940,,Watauga,,0,125,NCGS,1835,0,1720,Unmodified,0,85,0,220,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19312,-81.53252,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_161,Debris Flow,,08/10-17/1940,,Watauga,,0,119,NCGS,1900,0,1790,Unmodified,0,50,0,175,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19291,-81.53293,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_162,Debris Flow,,08/10-17/1940,,Watauga,,0,34,NCGS,1790,0,1670,Unmodified,0,15,0,275,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19385,-81.53323,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_163,Debris Flow,,08/10-17/1940,,Watauga,,0,0,NCGS,1760,0,1700,Unmodified,0,30,0,175,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1921,-81.5316,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_164,Debris Flow,,08/10-17/1940,,Watauga,,0,5,NCGS,1830,0,1705,Unmodified,0,30,0,245,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19192,-81.53092,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_165,Debris Flow,,08/10-17/1940,,Watauga,,0,206,NCGS,1920,0,1705,Unmodified,0,45,0,360,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19436,-81.52916,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_166,Debris Flow,,08/10-17/1940,,Watauga,,0,212,NCGS,1860,0,1705,Unmodified,0,25,0,185,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19361,-81.5281,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_003,Debris Flow,,,,Swain,,0,200,Scott Southworth -- USGS,5056,0,1506,Unmodified,0,80,0,445,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.66731,-83.28425,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_004,Debris Flow,,,,Swain,,0,180,Scott Southworth -- USGS,5095,0,1517,Unmodified,0,75,0,445,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.66682,-83.28383,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_005,Debris Flow,,,,Swain,,0,213,Scott Southworth -- USGS,5239,0,1474,Unmodified,0,75,0,745,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.66759,-83.27554,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_006,Debris Flow,,,,Swain,,0,190,Scott Southworth -- USGS,5167,0,1448,Unmodified,0,50,0,1395,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.67381,-83.26739,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_007,Debris Flow,,,,Swain,,0,260,Scott Southworth -- USGS,5440,0,1595,Unmodified,0,95,0,1135,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.68467,-83.25108,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_008,Debris Flow,,,,Swain,,0,196,Scott Southworth -- USGS,5387,0,1580,Unmodified,0,120,0,565,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.67598,-83.25401,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_009,Debris Flow,,,,Swain,,0,213,Scott Southworth -- USGS,5469,0,1545,Unmodified,0,145,0,1195,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.67344,-83.25348,Debris Flow
Process,Landslide Hazard Mapping,MOUNT GUYOT,smky_mtn_010,Debris Flow,,,,Swain,,0,250,Scott Southworth -- USGS,5128,0,1495,Unmodified,0,55,0,525,,,,"Southworth, S., Schultz, A., and Denenny, D., 2005, Geologic map of the Great Smoky Mountains National Park region, Tennessee and North Carolina: U. S. Geological Society Open-file Report 2005-1225.",,,35.6724,-83.25841,Debris Flow
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM10,,block field,Unknown,,Avery,,0,176,Dr. Michalek,0,4280,4040,,1886,525,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.08878,-81.82216,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM11,,block field,Unknown,,Avery,,0,211,Dr. Michalek,0,4320,4200,,1132,1017,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.08603,-81.83516,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM12,,block field,Unknown,,Avery,,0,253,Dr. Michalek,0,4440,4400,,1362,869,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.08786,-81.84225,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM13,,block field,Unknown,,Avery,,0,220,Dr. Michalek,0,4320,4240,,1099,1148,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.08635,-81.84806,block field
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM14,,block field,Unknown,,Avery,,0,158,Dr. Michalek,0,4120,3910,,1476,197,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.08282,-81.84964,block field
Process,Landslide Hazard Mapping,COVE CREEK GAP,I-40 MM 8.8,Debris Slide,,Unknown,7/20/1990,Haywood,Interstate 40,110,200,NCDOT,2100,0,0,Road Embankment,200,200,0,0,"Ditchline, shoulder, and traveled way affected",Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.71778,-83.03778,Debris Slide
Process,Landslide Hazard Mapping,FINES CREEK,I-40 MM 17.6,Debris Slide,,1968,7/20/1990,Haywood,Interstate 40,55,145,NCDOT,2440,0,0,Road Embankment,50,800,0,0,"Ditchline, shoulder, and traveled way affected",Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.63397,-82.99181,Debris Slide
